Company Name,Year_Funded,Founded_in,Industry,Round/Series,Amount,Location,About Company,Investors
Lio,2021,2020,Computer Software,Seed,$ 5000000.00,Pune,"Lio is the one app for all data where you can create, keep records and track all the records","Lightspeed, Sequioa"
TravClan,2021,2018,B2B Travel,Pre-series A,$ 2200000.00,New Delhi,A mission to solve a genuine problem faced by millions of travel entrepreneurs across the world.,TheVentures
WickedGud,2021,2021,Food & Beverages,Pre-seed,$ 340000.00,Mumbai,A mission to make every day eating guilt-free and change the way the world consumes comfort foods.,"Titan Capital, Archana Priyadarshini, Gaurav Ahuja"
Enercomp,2021,2013,Information Technology & Services,,$ 200000.00,Ahmedabad,Enercomp Solutions Pvt Ltd provide drone based economically viable solutions for different sectors to improve efficiency and accuracy.,ah! Ventures
BetterPlace,2021,2014,Information Technology & Services,Series C,$ 24000000.00,Bangalore,"BetterPlace is India’s largest technology platform delivering digital solutions for blue-collar workforce management, throughout the entire value chain.","Jungle Ventures, CX Partners"
Medpho,2021,2021,Hospital & Health Care,,$ 1000000.00,Noida,Medpho is a healthcare service provider in India that connects doctors and patients at the click of a call.,"Cygnus Medicare Group, Probal Ghoshal, Shuchin Bajaj"
LivQuik Technology,2021,2012,Financial Services,,$ 4000000.00,Mumbai,LivQuik’s vision is to enable the efficient movement of money.,M2P Fintech
EventBeep,2021,2019,EdTech,,$,Pune,An inclusive community where students are inspired and empowered to reach their full potential,"SucSEED  Indovation Fund, Uincept, Palimala Ventures"
GTM Buddy,2021,2020,Computer Software,Seed,$ 2000000.00,Hyderabad,Just-in-time Sales Enablement Platform,Stellaris Venture Partners
Gobbly,2021,2019,Retail,Pre-series A,$ 900000.00,Gurugram,A 24x7 automated retail store filled with daily essentials.,"Anicut Angel Fund, Sauce.VC"
HexaHealth,2021,2019,Healthtech,Seed,$ 4500000.00,Mumbai,H2D is the most trusted online platform that connects the finest experts with people aspiring to achieve their Health Goals in a holistic way,"Omidyar Network India, Chiratae Ventures"
Eupheus Learning,2021,2017,E-learning,Series C,$ 10000000.00,New Delhi,Offer pedagogically differentiated technology driven solutions that lead to critical thinking and achievement of higher learning outcomes,Lightrock India
Easiloan,2021,2020,FinTech,,$ 1000000.00,Mumbai,"A Fintech startup, offering fast & easy digital processing of Home Loans in a completely reimagined and delightful way.",Tomorrow Capital
Anar,2021,2019,Information Technology & Services,Seed,$ 6200000.00,Mumbai,Anar Business Community App is a platform where businesses can create their free profile and grow their business network all over India.,"Elevation Capital, Accel India"
Shadez,2021,2019,Consumer Services,Pre-series A,$ 200000.00,Mumbai,"Smart painting process, latest automatic tools and professional painters make the process faster than any other conventional process of painting .",Inflection Point Ventures
Vahan,2021,2016,Information Technology & Services,Series A,$ 8000000.00,Bangalore,"Help companies such as Zomato, Swiggy, Flipkart, Uber, Shadowfax etc. hire blue-collar workers and are on track to become India's largest recruitment platform.",Khosla Ventures
MPL,2021,2018,sports,Series E,$,Bangalore,"Mobile Premier League (MPL), is India’s largest eSports and mobile gaming platform, with over 50+ games on its app on iOS and Android, and over 60 million users in India.",Legatum Capital
Tinkerly,2021,2015,EdTech,,$ 800000.00,Jaipur,"A STEM learning online-offline solutions provider that makes STEM learning & Coding fun and interesting with superior pedagogy, blended learning, and play-based curriculum.",Navneet Education
Godamwale,2021,2016,Logistics & Supply Chain,,Seed,Mumbai,Godamwale is tech enabled integrated logistics company providing end to end supply chain solutions.,1000000	#REF!
Artium Academy,2021,2021,Music,Seed,$ 750000.00,Mumbai,Artium Academy is an Online Music Education platform that makes learning fun and accessible to people of all ages.,"Sonu Nigam, Whiteboard Capital"
Awon GameZ,2021,2020,Gaming,Seed,$ 2000000.00,Noida,"An online platform on which developers can host their games and gamers can come together as a community to enjoy experiences, compete, challenge and win!",Aditya Duggar
Ayu Health,2021,2019,"Health, Wellness & Fitness",Series A,$ 6300000.00,Bangalore,Ayu Health is a network of high quality hospitals focused on providing high quality healthcare for all.,"Vertex Ventures, Stellaris Venture Partners"
Apna,2021,2019,Recruitment,Series C,$ 100000000.00,Bangalore,India's largest professional networking & job opportunities platform for the rising workforce.,Tiger Global
BharatAgri,2021,2017,AgriTech,Series A,$ 6500000.00,Bangalore,Provide personalized farm solution to the farmers. Only app to provide actionable insights based on weather changes.,"Omnivore, India Quotient"
Flatheads,2021,2018,Apparel & Fashion,Pre-series A,$ 1000000.00,Bangalore,Flatheads are an enthusiastic team of young professionals building a retail brand in the casual footwear space.,"We Founder Circle, Dexter Angels"
Boutique Spirit Brands,2021,2016,Wine & Spirits,,$ 10000000.00,New Delhi,Boutique Spirit Brands is a leading Brand creation & manufacturing company of Branded alcoholic beverages in India.,"IIFL﻿, ﻿Anicut Angel Fund﻿, ﻿Kae Capital﻿, TradeCred"
eShipz,2021,2019,SaaS startup,,$ 700000.00,Bangalore,Digital Shipping Platform for Creating best Pre & Post Shipping Experiences to Brands and Enterprise Customers. and help grow their business by 5X with automation & cloud technology.,"Indian Angel Network, Axilor"
Pine Labs,2021,1998,Information Technology & Services,,$ 100000000.00,Noida,A merchant platform company that provides financing and last-mile retail transaction technology to merchants,Invesco Developing Markets Fund
Paytail,2021,2020,Financial Services,Seed,$ 1500000.00,New Delhi,Paytail is revolutionizing the offline commerce by enabling instant paperless EMI's to consumers,Cholamandalam
4Fin,2021,2021,Financial Services,Pre-seed,$ 1100000.00,Pune,4Fin is a Fintech Platform catering to needs of Smart Bharat.,Curesense Therapeutics
Atomberg Technologies,2021,2012,Consumer Electronics,,$Undisclosed,Mumbai,A maker of energy-efficient smart fans,Ka Enterprises
Genext Students,2021,2013,EdTech,,$Undisclosed,Mumbai,"LIVE online classes with expert tutors for K-12 for CBSE, ICSE and State Boards.",Navneet Education
immunitoAI,2021,2020,Biotechnology,Seed,$ 1000000.00,Bangalore,Perform Antibody Discovery using Artificial Intelligence.,pi Ventures
GameEon Studios,2021,2013,Computer Games,,$ 320000.00,Mumbai,"GameEon is based in the sleepless city of Mumbai, India and deals mainly in game development.",Mumbai Angels Network
Farmers Fresh Zone,2021,2015,AgriTech,Pre-series A,$ 800000.00,Kochi,D2C Health and Wellness Brand for Fresh and Safe Fruits and Vegetables from farmers through traceable Supply Chain,"IAN Fund, Malabar Angel Network, Native Angel Network"
Anveshan,2021,2019,Food Production,Seed,$ 500000.00,Bangalore,Revolutionizing the food industry through technology by providing high-quality traceable food products,"DSG Consumer Partners, Titan Capital"
OckyPocky,2021,2015,EdTech,Seed,$Undisclosed,Gurugram,OckyPocky is India's 1st interactive English learning app for preschool kids.,"Sujeet Kumar, SucSEED Indovation Fund"
Coutloot,2021,2016,Consumer Services,Pre-series,$ 8000000.00,Mumbai,"Empowering local markets to sell online socially, our mission is to bring 25M sellers online by 2023","Ameba Capital, 9Unicorns"
Nova Benefits,2021,2020,"Health, Wellness & Fitness",Series A,$ 10000000.00,Bangalore,Nova Benefits is the one stop tech platform for providing the best health and wellness benefits to employees.,"Susquehanna International Group, Bessemer Venture Partners"
HomeLane,2021,2014,Interior Design,Series E,$ 50000000.00,Bangalore,"Tech-empowered teams have delivered over 20,000 homes across 16 cities over the last 7 years.","IIFL AMC, Oman India Joint Investment Fund"
Lido Learning,2021,2019,E-learning,,$ 10000000.00,Mumbai,LIDO is an  ed-tech company revolutionizing formal classroom education through a unique and immersive online classroom for every child in India.,Unilazer Ventures
Jar,2021,2021,FinTech,Pre-series A,$ 4500000.00,Bangalore,A daily gold-savings app that saves spare change & auto-invests.,"Tribe Capital, Arkam Ventures, WEH, Kunal Shah"
Peppermint,2021,2019,Industrial Automation,,$ 600000.00,Pune,Intelligent Housekeeping Robots for public and working spaces,"Venture Catalysts, Indian Angel Network"
moneyHOP,2021,2018,Financial Services,Seed,$ 1200000.00,London,moneyHOP is India’s first cross-border neo bank.,
Codingal,2021,2020,EdTech,Seed,$ 1200000.00,Bangalore,Codingal is on a mission to inspire school kids to fall in love with coding. Backed by Y Combinator!,
Skit,2021,2016,AI startup,Series B,$ 23000000.00,Bangalore,Enabling enterprises to automate their contact centre operations using Voice AI.,Westbridge Capital
Peak,2021,2014,"Manchester, Greater Manchester",Series C,$ 75000000.00,Information Technology & Services,Peak helps the world's smartest companies put the power of AI at the center of all commercial decision making with Decision Intelligence,SoftBank Vision Fund 2
REVOS,2021,2017,Automotive,Series A,$ 4000000.00,Bangalore,REVOS is a smart mobility platform that empowers all 2 and 3 wheeler vehicles through AI-integrated IoT  solutions,
Dezerv.,2021,2021,Investment Management,Seed,$ 7000000.00,Mumbai,"Integrated Portfolios designed by experts with decades of investing, Unique access to pre-IPO and startup investing","Elevation Capital, Matrix Partners India"
AppsForBharat,2021,2020,Product studio,Series A,$ 10000000.00,Bangalore,"A mission to assist a billion Indians in their spiritual journey, through a range of products & services",Elevation Capital
Habbit,2021,2020,EdTech,Pre-seed,$ 320000.00,Bangalore,Habbit is online learning community for anyone looking to get mentored in a skill or hobby of their choice.,Ashok Goyal
Bikayi,2021,2019,E-commerce,Series A,$ 10000000.00,Hyderabad,Empowering SMBs in India,Sequoia Capital India
Sugar.fit,2021,2021,Health,,$ 10000000.00,Bangalore,"Innovative technology, compassionate diabetes experts and personalised plans, which will help lead a normal life once more.","Cure.fit, Endiya Partners, Tanglin Venture"
Dukaan,2021,2020,Retail,Series A,$ 11000000.00,Bangalore,"Help forward thinking entrepreneurs by providing them the platform to start, grow, and manage their business online.","HOF Capital, Old Well Ventures, LetsVenture, 9Unicorns"
Vidyakul,2021,2017,EdTech,Bridge,$ 500000.00,Gurugram,Vidyakul is a group of academic experts.,We Founder Circle
Goodmylk,2021,2015,Food & Beverages,Seed,$ 1000000.00,Bangalore,Make plant-based food affordable and accessible in India.,"Jinisha Sharma, Aditya Agarwal, Victoria, Abhishek Shroff"
Fieldproxy,2021,2016,SaaS startup,Seed,$ 200000.00,Chennai,Fieldproxy is a no-code platform that helps field servicing companies digitize their processes to better manage their on-ground technicians,"LetsVenture, 2am VC, magic.fund"
NeuroPixel.AI,2021,2020,Deeptech,Seed,$ 800000.00,Bangalore,NeuroPixel.AI Labs is a deep tech start-up that works in application of advanced AI/ML and statistical learning theory in Computer Vision and Image Processing area for online retail storefronts.,"Arvind Venugopal Nair, Amritendu Mukherjee"
Elixia Tech Solutions,2021,2011,Information Technology & Services,Pre-series A,$ 1000000.00,Mumbai,End to End Logistics Automation Expert,Rajasthan Venture Capital Fund
bitsCrunch,2021,2020,Blockchain,Seed,$ 700000.00,Chennai,A consulting firm focused mainly on Data Analytics and DevOps.,"Covalent, Double Peak, GenBlock Capital, Ledger Prime, MEXC Global, Synaps"
Prolgae,2021,2016,Biotechnology,Seed,$ 200000.00,The Nilgiris,Prolgae Spirulina Supplies Pvt. Ltd. is a Nordic-India joint operating company.,Vijayan
Biddano,2021,2016,"Health, Wellness & Fitness",Pre-series A1,$ 2000000.00,Pune,India's first tech-enabled healthcare logistics platform.,"Gokul Rajaram, JPIN, Venture Catalysts UK, AngelList"
Geniemode,2021,2021,B2B,,$ 2000000.00,Gurugram,"Transforming global sourcing for retailers & suppliers in furniture, hard goods & fashion industry using technology.",Info Edge Ventures
Sapio Analytics,2021,2019,Computer Software,,$Undisclosed,Mumbai,Sapio helps government create policies driven by the power of data and AI.,"Rachit Poddar, Rajesh Gupta"
Neokred,2021,2019,FinTech,Seed,$ 500000.00,Bangalore,Democratizing Open Banking,"Virenxia Group, Rajesh Jain, Nitin Agarwal"
Delhivery,2021,2011,Logistics & Supply Chain,Series I,$ 76000000.00,Gurugram,Delhivery is a leading logistics and supply chain services company in India.,Addition
Flipspaces,2021,2011,Design,Pre-series B,$ 2000000.00,Mumbai,"Flipspaces is a global tech-enabled venture towards discovery, design and delivery of commercial and residential spaces",Prashasta Seth
Fleek,2021,2021,Internet,Seed,$ 1000000.00,Bangalore,Fleek helps track & manage subscriptions in one place.,Axilor
GoKwik,2021,2020,Information Technology & Services,Pre-series A,$ 5000000.00,New Delhi,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,"Matrix Partners India, Jitendra Gupta, RTP Global"
Proeon,2021,2018,Food Production,Seed,$ 2000000.00,Pune,"Innovating plant protein ingredients with superior nutrition, sensory and functional profiles from farm to formulation.","Shaival Desai, Flowstate Ventures"
InfyU Labs,2021,2019,AgriTech,Seed,$ 200000.00,Gandhinagar,InfyU Labs is a team of dedicated professionals from various fields of engineering with a common goal of making chemical-free fruits and vegetables accessible to everyone.,IAN
TechEagle,2021,2015,Aviation & Aerospace,Seed,$ 500000.00,Gurugram,"Safe, secure & reliable On-Demand Drone delivery network for medical, parcel & essential items",India Accelerator
Voxelgrids,2021,2017,Deeptech,,$ 5000000.00,Bangalore,"Voxelgrids is an Magnetic Resonance Imaging technology startup that is based out of Bengaluru, Karnataka, India.",Zoho
Cogos Technologies,2021,2016,Logistics & Supply Chain,Pre-series A,$ 2000000.00,Bangalore,A smart-tech-enabled platform offering a one-stop destination for all the intra-city link-supply chain.,Transworld Group
Gigforce,2021,2019,Staffing & Recruiting,Pre-series A,$ 3000000.00,Gurugram,A gig/on-demand staffing company.,Endiya Partners
Vahdam,2021,2015,Food & Beverages,Series D,$ 20000000.00,New Delhi,VAHDAM is among the world’s first vertically integrated online-first tea brands.,IIFL AMC
Leap Finance,2021,2019,Financial Services,Series C,$ 55000000.00,Bangalore,International education loans for high potential students.,Owl Ventures
CollegeDekho,2021,2015,EdTech,Series B,$ 26000000.00,Gurugram,"Collegedekho.com is Student’s Partner, Friend & Confidante, To Help Him Take a Decision and Move On to His Career Goals.","Winter Capital, ETS, Man Capital"
WeRize,2021,2019,Financial Services,Series A,$ 8000000.00,Bangalore,India’s first socially distributed full stack financial services platform for small town India,"3one4 Capital, Kalaari Capital"
SatSure,2023,,"Aerospace, Artificial Intelligence",Series A,"$ 1,50,00,000.00",,"Aerospace, Artificial Intelligence",
Calibr,2023,,"Analytics, B2B Software, Artificial Intelligence",Pre-Seed,"$ 80,000.00",,"Analytics, B2B Software, Artificial Intelligence",
MyWays.ai,2023,,"Artificial Intelligence, Recruiting, Human Resources, Education, B2B Software",Seed,"$ 96,765.00",,"Artificial Intelligence, Recruiting, Human Resources, Education, B2B Software",
Pulse Energy,2023,,"Cloud Computing, Energy, EV, Automotive, B2B Software",Seed,"$ 15,00,000.00",,"Cloud Computing, Energy, EV, Automotive, B2B Software",
Mynzo Carbon,2023,,"Environment, B2B Software",Seed,"$ 2,68,890.00",,"Environment, B2B Software",
Credright,2023,,"FinTech, Finance",Venture - Series Unknown,"$ 94,34,624.00",,"FinTech, Finance",
MrMed,2023,,"Healthcare, Retail, Consumer Goods",Seed,"$ 5,00,000.00",,"Healthcare, Retail, Consumer Goods",
MediBuddy,2023,,"Healthcare, Wellness",Venture - Series Unknown,"$ 1,80,00,000.00",,"Healthcare, Wellness",
ShipEase Technologies,2023,,"Logistics, Transportation",Seed,"$ 9,99,102.00",,"Logistics, Transportation",
ScrapUncle,2023,,"Materials, B2C Software",Pre-Seed,"$ 4,47,921.00",,"Materials, B2C Software",
Aryastha Life Sciences,2023,,"Pharmaceuticals, Biotechnology, B2B Software",Series A,,,"Pharmaceuticals, Biotechnology, B2B Software",
Upraised,2023,,"Recruiting, Artificial Intelligence, B2B Software",Seed,"$ 30,256.00",,"Recruiting, Artificial Intelligence, B2B Software",
MagTapp,2023,,,Convertible Note,"$ 1,20,970.00",,,
Bharatcabs,2023,,,Pre-Seed,,,,
Manastu Space,2023,,Aerospace,Seed,"$ 30,12,012.00",,Aerospace,
VVDN Technologies,2023,,"Cloud Computing, Manufacturing, Mechanical Engineering",Private Equity,"$ 3,00,72,448.00",,"Cloud Computing, Manufacturing, Mechanical Engineering",
Ather Energy,2023,,Energy,Private Equity,"$ 10,88,03,128.00",,Energy,
Biofuels Junction,2023,,Energy,Venture - Series Unknown,,,Energy,
Ellipsol,2023,,"Energy, Environment",Seed,"$ 3,01,279.00",,"Energy, Environment",
Ola Electric,2023,,"EV, Automotive, B2C Software",Venture - Series Unknown,"$ 14,00,00,000.00",,"EV, Automotive, B2C Software",
Daily Staple,2023,,"Food and Beverage, Nutrition and Supplements, Wellness, Retail, Consumer Goods",Pre-Seed,"$ 2,11,710.00",,"Food and Beverage, Nutrition and Supplements, Wellness, Retail, Consumer Goods",
Captain Fresh,2023,,"Marine, Food and Beverage, Logistics",Series C,"$ 1,99,99,760.00",,"Marine, Food and Beverage, Logistics",
altM,2023,,"Materials, B2B Software",Seed,"$ 35,00,000.00",,"Materials, B2B Software",
Lissun,2023,,"Mental Health, Wellness",Seed,"$ 12,93,548.00",,"Mental Health, Wellness",
Abhiyantrik Solutions,2023,,"Mobile, Home Services, Electronics, Artificial Intelligence",Pre-Seed,"$ 38,611.00",,"Mobile, Home Services, Electronics, Artificial Intelligence",
Sploot,2023,,Pets,Seed,"$ 7,97,889.00",,Pets,
Techzenure,2023,,Professional Services,Seed,,,Professional Services,
GoodGudi,2023,,"Retail, B2B Software",Seed,,,"Retail, B2B Software",
TSS Consultancy,2023,,"Analytics, B2B Software",Venture - Series Unknown,,,"Analytics, B2B Software",
Navars Edutech,2023,,"Education, Aerospace, B2B Software",Seed,,,"Education, Aerospace, B2B Software",
K-12 Techno Services,2023,,"Education, Professional Services",Venture - Series Unknown,,,"Education, Professional Services",
Blue Tokai Coffee Roasters,2023,,"Food and Beverage, B2B Software",Series B,,,"Food and Beverage, B2B Software",
Juniper Green Energy,2023,,"Energy, Environment",Venture - Series Unknown,"$ 35,00,00,000.00",,"Energy, Environment",
Reliance Retail,2023,,Retail,Private Equity,"$ 24,93,13,607.00",,Retail,
Perfios Software Solutions,2023,,"FinTech, Finance, Analytics, B2B Software",Series D,"$ 22,90,00,000.00",,"FinTech, Finance, Analytics, B2B Software",
Ivy Health and Life Sciences,2023,,Healthcare,Venture - Series Unknown,"$ 6,32,56,219.00",,Healthcare,
Kale Logistics Solutions,2023,,"Logistics, B2B Software",Series B,"$ 3,00,00,000.00",,"Logistics, B2B Software",
Seeds Fincap,2023,,"Investing, Finance",Series A,"$ 38,51,996.00",,"Investing, Finance",
Pee Safe,2023,,"Beauty, Retail, Consumer Goods, B2C Software",Series B,"$ 30,11,761.00",,"Beauty, Retail, Consumer Goods, B2C Software",
HotelYaari,2023,,"Real Estate, B2B Software",Seed,"$ 21,68,583.00",,"Real Estate, B2B Software",
WOGOM,2023,,"Retail, Consumer Goods",Seed,"$ 19,00,000.00",,"Retail, Consumer Goods",
1BRIDGE,2023,,"Community, B2B Software",Convertible Note,"$ 4,82,536.00",,"Community, B2B Software",
Port,2023,,"Telecommunications, Mobile, Cloud Computing",Seed,"$ 3,99,999.00",,"Telecommunications, Mobile, Cloud Computing",
Kuku FM,2023,,Audio,Series C,"$ 2,50,00,000.00",,Audio,
EloElo,2023,,Gambling,Series B,"$ 2,20,00,000.00",,Gambling,
Mindful Gurukul,2023,,Education,Pre-Seed,,,Education,
Ergos,2023,,,Series B,"$ 99,84,654.00",,,
Flash.co,2023,,"Email, FinTech, Finance, B2B Software",Seed,"$ 66,01,416.00",,"Email, FinTech, Finance, B2B Software",
Everest Fleet,2023,,"Automotive, B2B Software",Venture - Series Unknown,"$ 60,13,519.00",,"Automotive, B2B Software",
Markmedigital.in,2023,,,Seed,"$ 36,09,932.00",,,
The Good Bug,2023,,"Nutrition and Supplements, Wellness, Retail",Series A,"$ 35,00,000.00",,"Nutrition and Supplements, Wellness, Retail",
Qube Health,2023,,"Healthcare, Family",Seed,"$ 30,00,297.00",,"Healthcare, Family",
EquityList,2023,,"Accounting, B2B Software",Seed,"$ 22,00,000.00",,"Accounting, B2B Software",
Offline,2023,,Community,Seed,"$ 20,00,000.00",,Community,
Aurassure,2023,,"Data, Environment, Government, Community",Seed,"$ 4,80,560.00",,"Data, Environment, Government, Community",
insideFPV,2023,,"Drones, B2B Software",Seed,"$ 4,21,008.00",,"Drones, B2B Software",
Peping,2023,,Healthcare,Seed,"$ 4,00,000.00",,Healthcare,
KathaVersse Media Network,2023,,"Media, Telecommunications",Seed,"$ 4,00,000.00",,"Media, Telecommunications",
EaseMyAI,2023,,,Seed,"$ 3,60,811.00",,,
ThoreCoin,2023,,"Blockchain, Artificial Intelligence",Series B,"$ 1,00,000.00",,"Blockchain, Artificial Intelligence",
Farmology,2023,,"Agriculture, B2B Software, Mobile",Seed,,,"Agriculture, B2B Software, Mobile",
Xume,2023,,"Food and Beverage, Artificial Intelligence, B2C Software",Seed,,,"Food and Beverage, Artificial Intelligence, B2C Software",
Shambyte.AI,2023,,"Artificial Intelligence, Cyber Security, B2C Software, Telecommunications",Seed,,,"Artificial Intelligence, Cyber Security, B2C Software, Telecommunications",
Mahindra Electric Automobile,2023,,"Automotive, EV",Private Equity,"$ 14,50,57,865.00",,"Automotive, EV",
Nexxio Technologies,2023,,"Sales, B2B Software",Pre-Seed,"$ 3,64,617.00",,"Sales, B2B Software",
The Fuel Delivery,2023,,"Transportation, Energy",Seed,"$ 20,00,000.00",,"Transportation, Energy",
BotLab Dynamics,2023,,"Drones, Animation",Venture - Series Unknown,"$ 24,30,783.00",,"Drones, Animation",
RupeeRedee Loan,2023,,"FinTech, Finance, Data, B2C Software",Venture - Series Unknown,"$ 34,88,983.00",,"FinTech, Finance, Data, B2C Software",
Reliance General Insurance,2023,,"Healthcare, Insurance",Private Equity,"$ 2,43,15,208.00",,"Healthcare, Insurance",
Wallter Systems,2023,,"Retail, Consumer Goods, B2C Software",Seed,,,"Retail, Consumer Goods, B2C Software",
Bhooshans Junior,2023,,"Education, Media",Pre-Seed,"$ 1,34,201.00",,"Education, Media",
Unstop,2023,,"Recruiting, Education, Community",Seed,"$ 50,00,000.00",,"Recruiting, Education, Community",
Expertrons,2023,,"Artificial Intelligence, Recruiting, B2C Software",Seed,,,"Artificial Intelligence, Recruiting, B2C Software",
Soothe Healthcare,2023,,"Beauty, Healthcare, B2C Software",Venture - Series Unknown,"$ 21,25,000.00",,"Beauty, Healthcare, B2C Software",
Thore Network,2023,,"Blockchain, Artificial Intelligence, B2B Software",Series A,"$ 50,000.00",,"Blockchain, Artificial Intelligence, B2B Software",
Datamotive.io,2023,,"Cloud Computing, B2B Software",Seed,"$ 38,00,000.00",,"Cloud Computing, B2B Software",
Disprz,2023,,"Education, Human Resources, B2B Software",Series C,"$ 3,00,00,000.00",,"Education, Human Resources, B2B Software",
chargeMOD,2023,,"EV, Automotive, B2B Software",Pre-Seed,"$ 3,02,493.00",,"EV, Automotive, B2B Software",
Credgenics,2023,,"FinTech, B2B Software, Finance, Legal",Series B,"$ 4,99,64,004.00",,"FinTech, B2B Software, Finance, Legal",
ZestMoney,2023,,"FinTech, B2B Software, Finance",Venture - Series Unknown,,,"FinTech, B2B Software, Finance",
Go Zero,2023,,"Food and Beverage, Retail, Consumer Goods, B2C Software",Seed,"$ 10,00,000.00",,"Food and Beverage, Retail, Consumer Goods, B2C Software",
MetaShot,2023,,"Gaming, Virtual Reality, Esports, Mobile, B2C Software",Pre-Seed,"$ 4,00,000.00",,"Gaming, Virtual Reality, Esports, Mobile, B2C Software",
Dr Mantra,2023,,"Nutrition and Supplements, B2C Software, Wellness",Convertible Note,"$ 2,00,000.00",,"Nutrition and Supplements, B2C Software, Wellness",
BabyOrgano,2023,,"Nutrition and Supplements, Retail, Consumer Goods, B2C Software, Wellness",Pre-Seed,"$ 1,49,770.00",,"Nutrition and Supplements, Retail, Consumer Goods, B2C Software, Wellness",
Bluwheelz,2023,,"Logistics, Environment, B2B Software",Seed,"$ 4,96,088.00",,"Logistics, Environment, B2B Software",
Bidso,2023,,"Manufacturing, B2B Software",Seed,"$ 12,00,000.00",,"Manufacturing, B2B Software",
Harmony Organics,2023,,"Manufacturing, Chemicals, B2C Software",Convertible Note,"$ 2,71,94,570.00",,"Manufacturing, Chemicals, B2C Software",
Fitspire,2023,,"Nutrition and Supplements, B2C Software, Wellness",Seed,,,"Nutrition and Supplements, B2C Software, Wellness",
keshcutai,2023,,"Robotics, B2B Software",Seed,,,"Robotics, B2B Software",
What's Up Wellness,2023,,"Wellness, Beauty, Consumer Goods, Retail, B2C Software",Seed,"$ 17,37,878.00",,"Wellness, Beauty, Consumer Goods, Retail, B2C Software",
CredoHire,2023,,"Artificial Intelligence, Robotics, Recruiting, B2B Software",Pre-Seed,"$ 30,000.00",,"Artificial Intelligence, Robotics, Recruiting, B2B Software",
Aretto,2023,,"E-commerce, Retail, Consumer Goods",Seed,"$ 5,47,910.00",,"E-commerce, Retail, Consumer Goods",
LanguifyAI,2023,,"Education, Artificial Intelligence, B2C Software",Seed,,,"Education, Artificial Intelligence, B2C Software",
JoGenii,2023,,"Education, Cloud Computing, B2C Software",Venture - Series Unknown,,,"Education, Cloud Computing, B2C Software",
Entri,2023,,"Education, Recruiting, B2C Software",Venture - Series Unknown,"$ 34,73,793.00",,"Education, Recruiting, B2C Software",
Neo Group,2023,,"Finance, Professional Services",Venture - Series Unknown,"$ 5,00,00,000.00",,"Finance, Professional Services",
Vegapay,2023,,"FinTech, Finance",Pre-Seed,"$ 11,00,000.00",,"FinTech, Finance",
BizPay,2023,,"FinTech, Finance, Mobile",Seed,,,"FinTech, Finance, Mobile",
Plus,2023,,"Mobile, B2C Software",Seed,"$ 3,48,452.00",,"Mobile, B2C Software",
Teleport,2023,,"Travel, B2C Software",Pre-Seed,"$ 5,00,000.00",,"Travel, B2C Software",
Dyte,2022,2020,IT Services and IT Consulting,,"$15.300,000",Bengaluru,Dyte provides the easiest way to add real-time communications using video and audio to your apps and platforms.,Multiples
Kirana Bazaar,2022,2018,Oline grocery,,"$32.800,000",Gurgaon,Kirana Bazaar is a neighborhood store network that changes the shopping experience.,Multiples
Phool,2022,2017,Enviromental Engineering,,"$9.400,000",kanpur,Phool is a biomaterial startup.,Multiples
Doceree,2022,2019,Information Technology & Services,,"$12,000,000",Parsippany,Doceree is a fully integrated programmatic ad exchange for data-driven marketing exclusively to physician,Multiples
Acko,2022,2016,Health insurance,,"$458,000,000",Mumbai,Acko is a digital insurance company with a license to underwrite and distribute bite-sized insurance products,Multiples
FirstCry,2022,2010,Online shopping,,$741.4,Pune,FirstCry is an online shopping store offering a range of baby care products and toys.,Multiples
Meesho,2022,2015,Online shopping,,"$1,100,000,000",Bangalore,Meesho operates as an online reselling platform that enables anyone to start a business without investment.,Multiples
NoBroker,2022,2013,Housing rent,,"$426,000,000",Bangalore,"NoBroker is a real-estate platform that makes it possible to buy, sell, or rent a house without paying any brokerage",Multiples
Paytm,2022,2010,Financial services,,"$1,200,000,000",Noida,Paytm is a digital payments start-up that offers innovative and intuitive digital products and services for customers and merchants,Multiples
ShareChat,2022,2015,Social networking,,"$1,400,000,000",Bangalore,ShareChat is a social networking and regional content platform.,Multiples
Spinny,2022,2015,Financial services,,"$513.500,000",,Spinny is a used car buying platform enabling trustworthy and hassle-free transactions.,Multiples
Swiggy,2022,2014,Food delivery platform,,,Bangalore,Swiggy is a food delivery platform that brings food from neighborhood restaurants directly to customers' doors.,Undisclosed
Unacademy,2022,2015,E-learning,,"$838,500,000",Bangalore,Unacademy is an online learning platform that provides educational content such as video lectures and examinations.,Multiples
Urban Company,2022,2014,E-commerce,,"$445,900,000",Gurgaon,Urban provides a marketplace for freelance labor,Multiples
Xpressbees,2022,2015,E-commerce Logistics,,"$577,600,000",Pune,Xpressbees is an e-commerce logistics company that offers customized express delivery services.,Multiples
Accel,2022,1983,Financial services,,"$18.300,000,000",Palo Alto,Accel is an early and growth-stage venture capital firm that helps a global community of entrepreneurs.,Multiples
MTR Foods,2022,1924,Food packaging,,undisclosed,Bangalore,MTR Foods is a food products company,Multiples
OYO,2022,2012,Travel Arrangements,,"$550,000,000",Gurgaon,OYO is a global travel tech company that connects its patrons and guests.,Multiples
